Genus,Species,state,sppcode,seedmass_mg,leaf_height_cm,sla,accSppName,meanSeedMass,sla_mi_jae,meanHt,dataset,species,species_id,number,leaf_area,perc_n,perc_c,CN,root_mass,shoot_mass,leaf_mass,single_root_mass,total_root_mass,total_shoot_mass,total_biomass,root_shoot,sla_mi_gh,notes,ourName
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,3,13.988,1.2409,43.25,34.85373519,0.723,0.57,0.078,0.038,0.761,0.648,1.409,1.174382716,179.3333333,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,3,6.83,1.3725,45.043,32.81821494,0.38,0.564,0.028,0.028,0.408,0.592,1,0.689189189,243.9285714,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,3,6.83,1.3725,45.043,32.81821494,0.38,0.564,0.028,0.028,0.408,0.592,1,0.689189189,243.9285714,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,3,6.83,1.3725,45.043,32.81821494,0.38,0.564,0.028,0.028,0.408,0.592,1,0.689189189,243.9285714,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,3,6.83,1.3725,45.043,32.81821494,0.38,0.564,0.028,0.028,0.408,0.592,1,0.689189189,243.9285714,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,3,6.83,1.3725,45.043,32.81821494,0.38,0.564,0.028,0.028,0.408,0.592,1,0.689189189,243.9285714,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,3,6.83,1.3725,45.043,32.81821494,0.38,0.564,0.028,0.028,0.408,0.592,1,0.689189189,243.9285714,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,3,6.83,1.3725,45.043,32.81821494,0.38,0.564,0.028,0.028,0.408,0.592,1,0.689189189,243.9285714,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,3,6.83,1.3725,45.043,32.81821494,0.38,0.564,0.028,0.028,0.408,0.592,1,0.689189189,243.9285714,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,3,6.83,1.3725,45.043,32.81821494,0.38,0.564,0.028,0.028,0.408,0.592,1,0.689189189,243.9285714,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,4,8.254,1.0206,44.776,43.87223202,0.293,0.437,0.039,0.015,0.308,0.476,0.784,0.647058824,211.6410256,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,4,8.254,1.0206,44.776,43.87223202,0.293,0.437,0.039,0.015,0.308,0.476,0.784,0.647058824,211.6410256,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,4,8.254,1.0206,44.776,43.87223202,0.293,0.437,0.039,0.015,0.308,0.476,0.784,0.647058824,211.6410256,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,4,8.254,1.0206,44.776,43.87223202,0.293,0.437,0.039,0.015,0.308,0.476,0.784,0.647058824,211.6410256,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,4,8.254,1.0206,44.776,43.87223202,0.293,0.437,0.039,0.015,0.308,0.476,0.784,0.647058824,211.6410256,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,4,8.254,1.0206,44.776,43.87223202,0.293,0.437,0.039,0.015,0.308,0.476,0.784,0.647058824,211.6410256,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,4,8.254,1.0206,44.776,43.87223202,0.293,0.437,0.039,0.015,0.308,0.476,0.784,0.647058824,211.6410256,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,4,8.254,1.0206,44.776,43.87223202,0.293,0.437,0.039,0.015,0.308,0.476,0.784,0.647058824,211.6410256,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,4,8.254,1.0206,44.776,43.87223202,0.293,0.437,0.039,0.015,0.308,0.476,0.784,0.647058824,211.6410256,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,5,7.618,1.5248,44.654,29.28515215,0.239,0.431,0.024,0.038,0.277,0.455,0.732,0.60879120900000006,317.4166667,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,5,7.618,1.5248,44.654,29.28515215,0.239,0.431,0.024,0.038,0.277,0.455,0.732,0.60879120900000006,317.4166667,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,5,7.618,1.5248,44.654,29.28515215,0.239,0.431,0.024,0.038,0.277,0.455,0.732,0.60879120900000006,317.4166667,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,5,7.618,1.5248,44.654,29.28515215,0.239,0.431,0.024,0.038,0.277,0.455,0.732,0.60879120900000006,317.4166667,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,5,7.618,1.5248,44.654,29.28515215,0.239,0.431,0.024,0.038,0.277,0.455,0.732,0.60879120900000006,317.4166667,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,5,7.618,1.5248,44.654,29.28515215,0.239,0.431,0.024,0.038,0.277,0.455,0.732,0.60879120900000006,317.4166667,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,5,7.618,1.5248,44.654,29.28515215,0.239,0.431,0.024,0.038,0.277,0.455,0.732,0.60879120900000006,317.4166667,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,5,7.618,1.5248,44.654,29.28515215,0.239,0.431,0.024,0.038,0.277,0.455,0.732,0.60879120900000006,317.4166667,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,5,7.618,1.5248,44.654,29.28515215,0.239,0.431,0.024,0.038,0.277,0.455,0.732,0.60879120900000006,317.4166667,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,10.265,1.2016,46.72,38.88149134,0.764,0.903,0.045,0.027,0.791,0.948,1.739,0.834388186,228.1111111,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,10.265,1.2016,46.72,38.88149134,0.764,0.903,0.045,0.027,0.791,0.948,1.739,0.834388186,228.1111111,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,10.265,1.2016,46.72,38.88149134,0.764,0.903,0.045,0.027,0.791,0.948,1.739,0.834388186,228.1111111,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,10.265,1.2016,46.72,38.88149134,0.764,0.903,0.045,0.027,0.791,0.948,1.739,0.834388186,228.1111111,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,10.265,1.2016,46.72,38.88149134,0.764,0.903,0.045,0.027,0.791,0.948,1.739,0.834388186,228.1111111,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,10.265,1.2016,46.72,38.88149134,0.764,0.903,0.045,0.027,0.791,0.948,1.739,0.834388186,228.1111111,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,10.265,1.2016,46.72,38.88149134,0.764,0.903,0.045,0.027,0.791,0.948,1.739,0.834388186,228.1111111,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,10.265,1.2016,46.72,38.88149134,0.764,0.903,0.045,0.027,0.791,0.948,1.739,0.834388186,228.1111111,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,10.265,1.2016,46.72,38.88149134,0.764,0.903,0.045,0.027,0.791,0.948,1.739,0.834388186,228.1111111,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,NA,2.5055,59.71,23.83157054,0.067,0.161,0.012,0.037,0.104,0.173,0.277,0.601156069,NA,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,NA,2.5055,59.71,23.83157054,0.067,0.161,0.012,0.037,0.104,0.173,0.277,0.601156069,NA,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,NA,2.5055,59.71,23.83157054,0.067,0.161,0.012,0.037,0.104,0.173,0.277,0.601156069,NA,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,NA,2.5055,59.71,23.83157054,0.067,0.161,0.012,0.037,0.104,0.173,0.277,0.601156069,NA,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,NA,2.5055,59.71,23.83157054,0.067,0.161,0.012,0.037,0.104,0.173,0.277,0.601156069,NA,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,NA,2.5055,59.71,23.83157054,0.067,0.161,0.012,0.037,0.104,0.173,0.277,0.601156069,NA,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,NA,2.5055,59.71,23.83157054,0.067,0.161,0.012,0.037,0.104,0.173,0.277,0.601156069,NA,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,NA,2.5055,59.71,23.83157054,0.067,0.161,0.012,0.037,0.104,0.173,0.277,0.601156069,NA,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Bouteloua curtipendula,NA,NA,NA,Zirbel_gh,Bouteloua.curtipendula,BOUCUR,6,NA,2.5055,59.71,23.83157054,0.067,0.161,0.012,0.037,0.104,0.173,0.277,0.601156069,NA,NA,Bouteloua curtipendula
NA,NA,NA,NA,NA,NA,NA,Carex bicknellii,NA,NA,NA,Zirbel_gh,Carex.bicknellii,CARBIC,1,2.21,1.3255,47.079,35.51791777,0.372,0.207,0.01,0.027,0.399,0.217,0.616,1.838709677,221,NA,Carex bicknellii
NA,NA,NA,NA,NA,NA,NA,Carex bicknellii,NA,NA,NA,Zirbel_gh,Carex.bicknellii,CARBIC,1,2.21,1.3255,47.079,35.51791777,0.372,0.207,0.01,0.027,0.399,0.217,0.616,1.838709677,221,NA,Carex bicknellii
NA,NA,NA,NA,NA,NA,NA,Carex bicknellii,NA,NA,NA,Zirbel_gh,Carex.bicknellii,CARBIC,1,2.21,1.3255,47.079,35.51791777,0.372,0.207,0.01,0.027,0.399,0.217,0.616,1.838709677,221,NA,Carex bicknellii
NA,NA,NA,NA,NA,NA,NA,Carex bicknellii,NA,NA,NA,Zirbel_gh,Carex.bicknellii,CARBIC,2,4.403,1.5248,45.981,30.15543022,0.948,0.403,0.015,0.078,1.026,0.418,1.444,2.454545455,293.5333333,NA,Carex bicknellii
NA,NA,NA,NA,NA,NA,NA,Carex bicknellii,NA,NA,NA,Zirbel_gh,Carex.bicknellii,CARBIC,2,4.403,1.5248,45.981,30.15543022,0.948,0.403,0.015,0.078,1.026,0.418,1.444,2.454545455,293.5333333,NA,Carex bicknellii
NA,NA,NA,NA,NA,NA,NA,Carex bicknellii,NA,NA,NA,Zirbel_gh,Carex.bicknellii,CARBIC,2,4.403,1.5248,45.981,30.15543022,0.948,0.403,0.015,0.078,1.026,0.418,1.444,2.454545455,293.5333333,NA,Carex bicknellii
NA,NA,NA,NA,NA,NA,NA,Carex bicknellii,NA,NA,NA,Zirbel_gh,Carex.bicknellii,CARBIC,3,2.692,1.4844,49.812,33.55699272,0.389,0.305,0.012,0.029,0.418,0.317,0.735,1.318611987,224.3333333,NA,Carex bicknellii
NA,NA,NA,NA,NA,NA,NA,Carex bicknellii,NA,NA,NA,Zirbel_gh,Carex.bicknellii,CARBIC,3,2.692,1.4844,49.812,33.55699272,0.389,0.305,0.012,0.029,0.418,0.317,0.735,1.318611987,224.3333333,NA,Carex bicknellii
NA,NA,NA,NA,NA,NA,NA,Carex bicknellii,NA,NA,NA,Zirbel_gh,Carex.bicknellii,CARBIC,3,2.692,1.4844,49.812,33.55699272,0.389,0.305,0.012,0.029,0.418,0.317,0.735,1.318611987,224.3333333,NA,Carex bicknellii
NA,NA,NA,NA,NA,NA,NA,Carex brevior,NA,NA,NA,Zirbel_gh,Carex.brevior,CARBRE,1,2.492,1.7594,44.748,25.43367057,0.522,0.182,0.01,0.023,0.545,0.192,0.737,2.838541667,249.2,NA,Carex brevior
NA,NA,NA,NA,NA,NA,NA,Carex brevior,NA,NA,NA,Zirbel_gh,Carex.brevior,CARBRE,1,2.492,1.7594,44.748,25.43367057,0.522,0.182,0.01,0.023,0.545,0.192,0.737,2.838541667,249.2,NA,Carex brevior
NA,NA,NA,NA,NA,NA,NA,Carex brevior,NA,NA,NA,Zirbel_gh,Carex.brevior,CARBRE,1,2.492,1.7594,44.748,25.43367057,0.522,0.182,0.01,0.023,0.545,0.192,0.737,2.838541667,249.2,NA,Carex brevior
NA,NA,NA,NA,NA,NA,NA,Carex brevior,NA,NA,NA,Zirbel_gh,Carex.brevior,CARBRE,2,1.545,0.925,37.145,40.15675676,0.469,0.214,0.008,0.02,0.489,0.222,0.711,2.202702703,193.125,NA,Carex brevior
NA,NA,NA,NA,NA,NA,NA,Carex brevior,NA,NA,NA,Zirbel_gh,Carex.brevior,CARBRE,2,1.545,0.925,37.145,40.15675676,0.469,0.214,0.008,0.02,0.489,0.222,0.711,2.202702703,193.125,NA,Carex brevior
NA,NA,NA,NA,NA,NA,NA,Carex brevior,NA,NA,NA,Zirbel_gh,Carex.brevior,CARBRE,2,1.545,0.925,37.145,40.15675676,0.469,0.214,0.008,0.02,0.489,0.222,0.711,2.202702703,193.125,NA,Carex brevior
NA,NA,NA,NA,NA,NA,NA,Carex brevior,NA,NA,NA,Zirbel_gh,Carex.brevior,CARBRE,3,2.995,1.3395,47.734,35.63568496,0.444,0.291,0.013,0.026,0.47,0.304,0.774,1.546052632,230.3846154,NA,Carex brevior
NA,NA,NA,NA,NA,NA,NA,Carex brevior,NA,NA,NA,Zirbel_gh,Carex.brevior,CARBRE,3,2.995,1.3395,47.734,35.63568496,0.444,0.291,0.013,0.026,0.47,0.304,0.774,1.546052632,230.3846154,NA,Carex brevior
NA,NA,NA,NA,NA,NA,NA,Carex brevior,NA,NA,NA,Zirbel_gh,Carex.brevior,CARBRE,3,2.995,1.3395,47.734,35.63568496,0.444,0.291,0.013,0.026,0.47,0.304,0.774,1.546052632,230.3846154,NA,Carex brevior
NA,NA,NA,NA,NA,NA,NA,Carex molesta,NA,NA,NA,Zirbel_gh,Carex.molesta,CARMOL,1,3.967,1.2972,49.739,38.34335492,0.736,0.44,0.013,0.024,0.76,0.453,1.213,1.677704194,305.1538462,NA,Carex molesta
NA,NA,NA,NA,NA,NA,NA,Carex molesta,NA,NA,NA,Zirbel_gh,Carex.molesta,CARMOL,1,3.967,1.2972,49.739,38.34335492,0.736,0.44,0.013,0.024,0.76,0.453,1.213,1.677704194,305.1538462,NA,Carex molesta
NA,NA,NA,NA,NA,NA,NA,Carex molesta,NA,NA,NA,Zirbel_gh,Carex.molesta,CARMOL,1,3.967,1.2972,49.739,38.34335492,0.736,0.44,0.013,0.024,0.76,0.453,1.213,1.677704194,305.1538462,NA,Carex molesta
NA,NA,NA,NA,NA,NA,NA,Carex molesta,NA,NA,NA,Zirbel_gh,Carex.molesta,CARMOL,2,3.102,1.5256,44.735,29.32288936,0.674,0.336,0.01,0.068,0.742,0.346,1.088,2.144508671,310.2,NA,Carex molesta
NA,NA,NA,NA,NA,NA,NA,Carex molesta,NA,NA,NA,Zirbel_gh,Carex.molesta,CARMOL,2,3.102,1.5256,44.735,29.32288936,0.674,0.336,0.01,0.068,0.742,0.346,1.088,2.144508671,310.2,NA,Carex molesta
NA,NA,NA,NA,NA,NA,NA,Carex molesta,NA,NA,NA,Zirbel_gh,Carex.molesta,CARMOL,2,3.102,1.5256,44.735,29.32288936,0.674,0.336,0.01,0.068,0.742,0.346,1.088,2.144508671,310.2,NA,Carex molesta
NA,NA,NA,NA,NA,NA,NA,Carex molesta,NA,NA,NA,Zirbel_gh,Carex.molesta,CARMOL,3,2.953,1.4311,46.309,32.35902453,0.904,0.403,0.01,0.026,0.93,0.413,1.343,2.251815981,295.3,NA,Carex molesta
NA,NA,NA,NA,NA,NA,NA,Carex molesta,NA,NA,NA,Zirbel_gh,Carex.molesta,CARMOL,3,2.953,1.4311,46.309,32.35902453,0.904,0.403,0.01,0.026,0.93,0.413,1.343,2.251815981,295.3,NA,Carex molesta
NA,NA,NA,NA,NA,NA,NA,Carex molesta,NA,NA,NA,Zirbel_gh,Carex.molesta,CARMOL,3,2.953,1.4311,46.309,32.35902453,0.904,0.403,0.01,0.026,0.93,0.413,1.343,2.251815981,295.3,NA,Carex molesta
NA,NA,NA,NA,NA,NA,NA,Carex normalis,NA,NA,NA,Zirbel_gh,Carex.normalis,CARNOR,1,4.326,1.3727,45.427,33.09317404,0.803,0.368,0.015,0.013,0.816,0.383,1.199,2.130548303,288.4,NA,Carex normalis
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,11.667,0.9627,44.728,46.46099512,0.415,0.398,0.028,0.035,0.45,0.426,0.876,1.056338028,416.6785714,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,11.667,0.9627,44.728,46.46099512,0.415,0.398,0.028,0.035,0.45,0.426,0.876,1.056338028,416.6785714,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,11.667,0.9627,44.728,46.46099512,0.415,0.398,0.028,0.035,0.45,0.426,0.876,1.056338028,416.6785714,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,11.667,0.9627,44.728,46.46099512,0.415,0.398,0.028,0.035,0.45,0.426,0.876,1.056338028,416.6785714,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,11.667,0.9627,44.728,46.46099512,0.415,0.398,0.028,0.035,0.45,0.426,0.876,1.056338028,416.6785714,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,11.667,0.9627,44.728,46.46099512,0.415,0.398,0.028,0.035,0.45,0.426,0.876,1.056338028,416.6785714,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,11.667,0.9627,44.728,46.46099512,0.415,0.398,0.028,0.035,0.45,0.426,0.876,1.056338028,416.6785714,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,11.667,0.9627,44.728,46.46099512,0.415,0.398,0.028,0.035,0.45,0.426,0.876,1.056338028,416.6785714,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,11.667,0.9627,44.728,46.46099512,0.415,0.398,0.028,0.035,0.45,0.426,0.876,1.056338028,416.6785714,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,11.667,0.9627,44.728,46.46099512,0.415,0.398,0.028,0.035,0.45,0.426,0.876,1.056338028,416.6785714,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,11.667,0.9627,44.728,46.46099512,0.415,0.398,0.028,0.035,0.45,0.426,0.876,1.056338028,416.6785714,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,NA,0.6325,48.974,77.42924901,0.194,0.177,0.018,0.017,0.211,0.195,0.406,1.082051282,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,NA,0.6325,48.974,77.42924901,0.194,0.177,0.018,0.017,0.211,0.195,0.406,1.082051282,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,NA,0.6325,48.974,77.42924901,0.194,0.177,0.018,0.017,0.211,0.195,0.406,1.082051282,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,NA,0.6325,48.974,77.42924901,0.194,0.177,0.018,0.017,0.211,0.195,0.406,1.082051282,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,NA,0.6325,48.974,77.42924901,0.194,0.177,0.018,0.017,0.211,0.195,0.406,1.082051282,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,NA,0.6325,48.974,77.42924901,0.194,0.177,0.018,0.017,0.211,0.195,0.406,1.082051282,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,NA,0.6325,48.974,77.42924901,0.194,0.177,0.018,0.017,0.211,0.195,0.406,1.082051282,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,NA,0.6325,48.974,77.42924901,0.194,0.177,0.018,0.017,0.211,0.195,0.406,1.082051282,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,NA,0.6325,48.974,77.42924901,0.194,0.177,0.018,0.017,0.211,0.195,0.406,1.082051282,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,NA,0.6325,48.974,77.42924901,0.194,0.177,0.018,0.017,0.211,0.195,0.406,1.082051282,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,NA,0.6325,48.974,77.42924901,0.194,0.177,0.018,0.017,0.211,0.195,0.406,1.082051282,NA,NA,Chamaecrista fasciculata
NA,NA,NA,NA,NA,NA,NA,Chamaecrista fasciculata,NA,NA,NA,Zirbel_gh,Chamaecrista.fasciculata,CHAFAS,1,6.082,0.5889,44.367,75.33876719,0.226,0.435,0.028,0.02,0.246,0.463,0.709,0.531317495,217.2142857,NA,Chamaecrista fasciculata
